SAMPID,Sample,Tissue
GTEX-OHPM-0426-SM-3TW8V,sample9109,Blood Vessel
GTEX-OHPM-0726-SM-3LK7A,sample9110,Esophagus
GTEX-OHPM-1426-SM-3TW8Y,sample9111,Colon
GTEX-OHPM-1826-SM-2YUNF,sample9112,Blood Vessel
GTEX-OHPM-2626-SM-33HC5,sample9113,Thyroid
GTEX-OHPN-0005-SM-2YUML,sample9114,Blood
GTEX-OHPN-0008-SM-4E3HW,sample9115,Skin
GTEX-OHPN-0011-R10A-SM-33HBU,sample9116,Brain
GTEX-OHPN-0011-R11A-SM-2I5FM,sample9117,Brain
GTEX-OHPN-0011-R1A-SM-2I5GB,sample9118,Brain
GTEX-OHPN-0011-R2A-SM-2I5FB,sample9119,Brain
GTEX-OHPN-0011-R4A-SM-2I5FD,sample9120,Brain
GTEX-OHPN-0011-R6A-SM-2I5FH,sample9121,Brain
GTEX-OHPN-0011-R7A-SM-2I5FI,sample9122,Brain
GTEX-OHPN-0011-R8A-SM-33HBT,sample9123,Brain
GTEX-OHPN-0011-R9A-SM-5TDEJ,sample9124,Brain
GTEX-OHPN-0226-SM-48TBV,sample9125,Adipose Tissue
GTEX-OHPN-0426-SM-E9TI6,sample9126,Blood Vessel
GTEX-OHPN-1026-SM-E9TI8,sample9127,Esophagus
GTEX-OHPN-2526-SM-2I5H3,sample9128,Brain
GTEX-OHPN-2626-SM-2I5H1,sample9129,Brain
GTEX-OHPN-2726-SM-2I5H4,sample9130,Muscle
GTEX-OHPN-2826-SM-3LK67,sample9131,Blood Vessel
GTEX-OIZF-0006-SM-2I5GQ,sample9132,Blood
GTEX-OIZF-0126-SM-7SB8I,sample9133,Skin
GTEX-OIZF-0226-SM-E9TI3,sample9134,Adipose Tissue
GTEX-OIZF-0326-SM-3MJGY,sample9135,Heart
GTEX-OIZF-0426-SM-7PBZP,sample9136,Blood Vessel
GTEX-OIZF-0626-SM-7MKHG,sample9137,Esophagus
GTEX-OIZF-0726-SM-7PC15,sample9138,Esophagus
GTEX-OIZF-1426-SM-2HML2,sample9139,Colon
GTEX-OIZF-1626-SM-2YUNE,sample9140,Muscle
GTEX-OIZF-1826-SM-2YUNO,sample9141,Blood Vessel
GTEX-OIZF-2626-SM-7P8QZ,sample9142,Thyroid
GTEX-OIZF-3026-SM-7PC3D,sample9143,Blood Vessel
GTEX-OIZG-0008-SM-4E3J2,sample9144,Skin
GTEX-OIZG-0226-SM-2TC5L,sample9145,Thyroid
GTEX-OIZG-0426-SM-3LK5W,sample9146,Blood Vessel
GTEX-OIZG-0726-SM-33HBL,sample9147,Skin
GTEX-OIZG-0826-SM-E9TI4,sample9148,Adipose Tissue
GTEX-OIZG-0926-SM-3LK5Y,sample9149,Esophagus
GTEX-OIZG-1026-SM-3LK5X,sample9150,Esophagus
GTEX-OIZG-1126-SM-2HMIU,sample9151,Heart
GTEX-OIZG-1326-SM-2HMIQ,sample9152,Muscle
GTEX-OIZH-0005-SM-2HMJN,sample9153,Blood
GTEX-OIZH-0126-SM-2HMIS,sample9154,Skin
GTEX-OIZH-0226-SM-2YUMH,sample9155,Adipose Tissue
GTEX-OIZH-0326-SM-2HMKC,sample9156,Heart
GTEX-OIZH-0626-SM-3NB1L,sample9157,Esophagus
GTEX-OIZH-0726-SM-3NB1I,sample9158,Esophagus
GTEX-OIZH-1426-SM-3NB1O,sample9159,Colon
GTEX-OIZH-1626-SM-2HMKI,sample9160,Muscle
GTEX-OIZH-1826-SM-2YUNP,sample9161,Blood Vessel
GTEX-OIZH-3026-SM-3NB1G,sample9162,Blood Vessel
GTEX-OIZI-0005-SM-2XCED,sample9163,Blood
GTEX-OIZI-0008-SM-2XCFD,sample9164,Skin
GTEX-OIZI-0226-SM-2XCEE,sample9165,Adipose Tissue
GTEX-OIZI-0526-SM-2XCEG,sample9166,Blood Vessel
GTEX-OIZI-0626-SM-2XCEH,sample9167,Muscle
GTEX-OIZI-0726-SM-2XCEI,sample9168,Thyroid
GTEX-OIZI-0926-SM-E6CHF,sample9169,Heart
GTEX-OIZI-1126-SM-3NB1F,sample9170,Blood Vessel
GTEX-OIZI-1326-SM-3NB1B,sample9171,Esophagus
GTEX-OIZI-1426-SM-3NB1T,sample9172,Esophagus
GTEX-OOBJ-0006-SM-2I3F4,sample9173,Blood
GTEX-OOBJ-0008-SM-3NB26,sample9174,Skin
GTEX-OOBJ-0126-SM-E6CJW,sample9175,Skin
GTEX-OOBJ-0226-SM-2YUMM,sample9176,Adipose Tissue
GTEX-OOBJ-0326-SM-33HBO,sample9177,Heart
GTEX-OOBJ-0426-SM-3NB1S,sample9178,Blood Vessel
GTEX-OOBJ-1426-SM-E6CHH,sample9179,Colon
GTEX-OOBJ-1626-SM-2I3F7,sample9180,Muscle
GTEX-OOBJ-1826-SM-3NB1C,sample9181,Blood Vessel
GTEX-OOBJ-2626-SM-2I3F6,sample9182,Thyroid
GTEX-OOBJ-3026-SM-3NB1D,sample9183,Blood Vessel
GTEX-OOBK-0005-SM-2YUMG,sample9184,Blood
GTEX-OOBK-0008-SM-3NB27,sample9185,Skin
GTEX-OOBK-0126-SM-2YUND,sample9186,Skin
GTEX-OOBK-0226-SM-2YUMF,sample9187,Adipose Tissue
GTEX-OOBK-0425-SM-3LK5O,sample9188,Blood Vessel
GTEX-OOBK-0625-SM-3LK5P,sample9189,Esophagus
GTEX-OOBK-0726-SM-3LK5Q,sample9190,Esophagus
GTEX-OOBK-1626-SM-2HMKG,sample9191,Muscle
GTEX-OXRK-0008-SM-3NB28,sample9192,Skin
GTEX-OXRK-0226-SM-3NB2G,sample9193,Skin
GTEX-OXRK-0326-SM-3NB3R,sample9194,Adipose Tissue
GTEX-OXRK-0526-SM-3NB2F,sample9195,Blood Vessel
GTEX-OXRK-0626-SM-2HMJ5,sample9196,Thyroid
GTEX-OXRK-0826-SM-2HMK7,sample9197,Heart
GTEX-OXRK-1326-SM-3NB1A,sample9198,Esophagus
GTEX-OXRK-1426-SM-3NB19,sample9199,Esophagus
GTEX-OXRK-1726-SM-3NB16,sample9200,Colon
GTEX-OXRK-1826-SM-2HMJE,sample9201,Muscle
GTEX-OXRL-0005-SM-3LK6A,sample9202,Blood
GTEX-OXRL-0008-SM-3NB29,sample9203,Skin
GTEX-OXRL-0126-SM-2YUMP,sample9204,Skin
GTEX-OXRL-0226-SM-3NB18,sample9205,Adipose Tissue
GTEX-OXRL-0326-SM-2I3F2,sample9206,Heart
GTEX-OXRL-0426-SM-3NM97,sample9207,Blood Vessel
GTEX-OXRL-0626-SM-3NM9C,sample9208,Esophagus
GTEX-OXRL-0726-SM-3NM9A,sample9209,Esophagus
GTEX-OXRL-1426-SM-3NM9E,sample9210,Colon
GTEX-OXRL-1626-SM-2YUMU,sample9211,Muscle
GTEX-OXRL-1826-SM-2YUMV,sample9212,Blood Vessel
GTEX-OXRL-2626-SM-2I3F1,sample9213,Thyroid
GTEX-OXRN-0011-R10A-SM-2I5GC,sample9214,Brain
GTEX-OXRN-0011-R5A-SM-2I5EF,sample9215,Brain
GTEX-OXRN-0011-R8A-SM-E9TI1,sample9216,Brain
GTEX-OXRN-0126-SM-48TDM,sample9217,Skin
GTEX-OXRN-0226-SM-2I5EJ,sample9218,Adipose Tissue
GTEX-OXRN-1226-SM-2I5EL,sample9219,Blood Vessel
GTEX-OXRN-1326-SM-3LK5V,sample9220,Muscle
GTEX-OXRN-1526-SM-E6CHM,sample9221,Thyroid
GTEX-OXRN-1726-SM-3NM9B,sample9222,Esophagus
GTEX-OXRN-2026-SM-E6CHK,sample9223,Colon
GTEX-OXRN-2426-SM-2I5EQ,sample9224,Brain
GTEX-OXRO-0006-SM-2I5EM,sample9225,Blood
GTEX-OXRO-0011-R10A-SM-2I5EH,sample9226,Brain
GTEX-OXRO-0011-R2A-SM-3NB1W,sample9227,Brain
GTEX-OXRO-0011-R5A-SM-2I5EG,sample9228,Brain
GTEX-OXRO-0011-R9A-SM-3NB1X,sample9229,Brain
GTEX-OXRO-0126-SM-2YUN4,sample9230,Skin
GTEX-OXRO-0226-SM-3LK6F,sample9231,Adipose Tissue
GTEX-OXRO-0726-SM-E9U4C,sample9232,Colon
GTEX-OXRO-1226-SM-48TDL,sample9233,Thyroid
GTEX-OXRO-1726-SM-3LK6C,sample9234,Muscle
GTEX-OXRO-1926-SM-2S1O3,sample9235,Blood Vessel
GTEX-OXRO-2026-SM-2YUMZ,sample9236,Heart
GTEX-OXRP-0006-SM-2I3FN,sample9237,Blood
GTEX-OXRP-0126-SM-3NB32,sample9238,Skin
GTEX-OXRP-0226-SM-3NB14,sample9239,Adipose Tissue
GTEX-OXRP-0326-SM-33HBJ,sample9240,Thyroid
GTEX-OXRP-0926-SM-48TC1,sample9241,Esophagus
GTEX-OXRP-2326-SM-2S1NL,sample9242,Muscle
GTEX-OXRP-2426-SM-2S1NR,sample9243,Blood Vessel
GTEX-P44G-0006-SM-2TC6A,sample9244,Blood
GTEX-P44G-0011-R10A-SM-2I3FF,sample9245,Brain
GTEX-P44G-0011-R11A-SM-2I3FD,sample9246,Brain
GTEX-P44G-0011-R1A-SM-2I3FE,sample9247,Brain
GTEX-P44G-0011-R2A-SM-2XCD2,sample9248,Brain
GTEX-P44G-0011-R3A-SM-2I3FC,sample9249,Brain
GTEX-P44G-0011-R4A-SM-2I3FB,sample9250,Brain
GTEX-P44G-0011-R5A-SM-2I3FA,sample9251,Brain
GTEX-P44G-0011-R6A-SM-2XCD3,sample9252,Brain
GTEX-P44G-0011-R7A-SM-2I3F9,sample9253,Brain
GTEX-P44G-0526-SM-2XCD1,sample9254,Muscle
GTEX-P44G-0626-SM-2I5EO,sample9255,Thyroid
GTEX-P44G-0826-SM-2I5ES,sample9256,Heart
GTEX-P44G-2326-SM-2XCCZ,sample9257,Adipose Tissue
GTEX-P44G-2426-SM-2I5ER,sample9258,Brain
GTEX-P44G-2526-SM-2I5EK,sample9259,Brain
GTEX-P44H-0006-SM-2XCFB,sample9260,Blood
GTEX-P44H-0008-SM-48TDW,sample9261,Skin
GTEX-P44H-0011-R10A-SM-2XCEK,sample9262,Brain
GTEX-P44H-0011-R11A-SM-2XCER,sample9263,Brain
GTEX-P44H-0011-R1A-SM-3NM8J,sample9264,Brain
GTEX-P44H-0011-R3A-SM-D3L8E,sample9265,Brain
GTEX-P44H-0011-R4A-SM-2XCEW,sample9266,Brain
GTEX-P44H-0011-R5A-SM-2XCEX,sample9267,Brain
GTEX-P44H-0011-R6A-SM-2XCF3,sample9268,Brain
GTEX-P44H-0011-R8A-SM-2XCEL,sample9269,Brain
GTEX-P44H-0226-SM-2XCEU,sample9270,Skin
GTEX-P44H-0326-SM-2XCES,sample9271,Adipose Tissue
GTEX-P44H-0426-SM-2XCEZ,sample9272,Muscle
GTEX-P44H-0626-SM-2XCF2,sample9273,Blood Vessel
GTEX-P44H-0726-SM-48TBT,sample9274,Heart
GTEX-P44H-1026-SM-3NM96,sample9275,Blood Vessel
GTEX-P44H-1426-SM-E9U4O,sample9276,Esophagus
GTEX-P44H-2426-SM-2XCEJ,sample9277,Brain
GTEX-P4PP-0005-SM-2HMKX,sample9278,Blood
GTEX-P4PP-0008-SM-48TDV,sample9279,Skin
GTEX-P4PP-0126-SM-3LK69,sample9280,Skin
GTEX-P4PP-0226-SM-D4P1Z,sample9281,Adipose Tissue
GTEX-P4PP-0326-SM-33HC4,sample9282,Heart
GTEX-P4PP-0426-SM-3NM9H,sample9283,Blood Vessel
GTEX-P4PP-0626-SM-3NM9X,sample9284,Esophagus
GTEX-P4PP-0726-SM-3NM9S,sample9285,Esophagus
GTEX-P4PP-1426-SM-3NM9L,sample9286,Colon
GTEX-P4PP-1626-SM-2HMJF,sample9287,Muscle
GTEX-P4PP-1826-SM-2S1NT,sample9288,Blood Vessel
GTEX-P4PP-3026-SM-3P61O,sample9289,Blood Vessel
GTEX-P4PQ-0005-SM-2HMKJ,sample9290,Blood
GTEX-P4PQ-0008-SM-48TDX,sample9291,Skin
GTEX-P4PQ-0126-SM-2S1NM,sample9292,Skin
GTEX-P4PQ-0226-SM-2S1NK,sample9293,Adipose Tissue
GTEX-P4PQ-0326-SM-2HMJ8,sample9294,Heart
GTEX-P4PQ-0426-SM-3NMCI,sample9295,Blood Vessel
GTEX-P4PQ-0626-SM-3NMCU,sample9296,Esophagus
GTEX-P4PQ-0726-SM-3NMCR,sample9297,Esophagus
GTEX-P4PQ-1626-SM-2HMKK,sample9298,Muscle
GTEX-P4PQ-2626-SM-33HC9,sample9299,Thyroid
GTEX-P4QS-0005-SM-2I3EY,sample9300,Blood
GTEX-P4QS-0008-SM-48TDY,sample9301,Skin
GTEX-P4QS-0226-SM-3NB1U,sample9302,Adipose Tissue
GTEX-P4QS-0326-SM-2I3EU,sample9303,Heart
GTEX-P4QS-0426-SM-3NMCQ,sample9304,Blood Vessel
GTEX-P4QS-0626-SM-3NMD1,sample9305,Esophagus
GTEX-P4QS-0726-SM-3NMCZ,sample9306,Esophagus
GTEX-P4QS-1626-SM-2S1NH,sample9307,Muscle
GTEX-P4QS-1826-SM-2S1NI,sample9308,Blood Vessel
GTEX-P4QS-2626-SM-2I3EV,sample9309,Thyroid
GTEX-P4QT-0008-SM-48TDZ,sample9310,Skin
GTEX-P4QT-0126-SM-2I3FL,sample9311,Skin
GTEX-P4QT-0226-SM-3LK68,sample9312,Adipose Tissue
GTEX-P4QT-0626-SM-3NMCP,sample9313,Esophagus
GTEX-P4QT-0726-SM-3NMCM,sample9314,Esophagus
GTEX-P4QT-1426-SM-3NMCX,sample9315,Colon
GTEX-P4QT-1626-SM-DHXIR,sample9316,Muscle
GTEX-P4QT-1826-SM-2S1NJ,sample9317,Blood Vessel
GTEX-P4QT-2626-SM-2I3FM,sample9318,Thyroid
GTEX-P78B-0005-SM-2I5GM,sample9319,Blood
GTEX-P78B-0008-SM-48TE1,sample9320,Skin
GTEX-P78B-0226-SM-3NB1Z,sample9321,Adipose Tissue
GTEX-P78B-0426-SM-2I5F5,sample9322,Heart
GTEX-P78B-0526-SM-2I5F7,sample9323,Thyroid
GTEX-P78B-0726-SM-2S1O2,sample9324,Blood Vessel
GTEX-P78B-0826-SM-3NMCA,sample9325,Blood Vessel
GTEX-P78B-1026-SM-3NMC4,sample9326,Esophagus
GTEX-P78B-1126-SM-3P615,sample9327,Esophagus
GTEX-P78B-1626-SM-5SI85,sample9328,Muscle
GTEX-P78B-1726-SM-3P5ZV,sample9329,Colon
GTEX-PLZ4-0006-SM-CYPR7,sample9330,Blood
GTEX-PLZ4-0008-SM-48TE6,sample9331,Skin
GTEX-PLZ4-0126-SM-5SI8O,sample9332,Skin
GTEX-PLZ4-0226-SM-CYPR1,sample9333,Adipose Tissue
GTEX-PLZ4-0926-SM-2S1OI,sample9334,Muscle
GTEX-PLZ4-1226-SM-2I5FE,sample9335,Thyroid
GTEX-PLZ4-1326-SM-2S1O7,sample9336,Blood Vessel
GTEX-PLZ4-1626-SM-3P618,sample9337,Esophagus
GTEX-PLZ5-0006-SM-DIPE2,sample9338,Blood
GTEX-PLZ5-0426-SM-3P612,sample9339,Blood Vessel
GTEX-PLZ5-0626-SM-2I5F8,sample9340,Heart
GTEX-PLZ5-0826-SM-3P5ZW,sample9341,Esophagus
GTEX-PLZ5-0926-SM-3TW8L,sample9342,Esophagus
GTEX-PLZ5-1126-SM-3P613,sample9343,Colon
GTEX-PLZ5-1726-SM-2I5F6,sample9344,Muscle
GTEX-PLZ5-1826-SM-3NB22,sample9345,Adipose Tissue
GTEX-PLZ5-2026-SM-2S1O4,sample9346,Skin
GTEX-PLZ6-0006-SM-33HBZ,sample9347,Blood
GTEX-PLZ6-0008-SM-48TD5,sample9348,Skin
GTEX-PLZ6-0326-SM-3P61J,sample9349,Blood Vessel
GTEX-PLZ6-0526-SM-3P61C,sample9350,Esophagus
GTEX-PLZ6-0626-SM-3P61B,sample9351,Esophagus
GTEX-PLZ6-0926-SM-3P5ZQ,sample9352,Colon
GTEX-PLZ6-1326-SM-3NB24,sample9353,Adipose Tissue
GTEX-PLZ6-1426-SM-DKPOT,sample9354,Skin
GTEX-PLZ6-1526-SM-2S1OC,sample9355,Muscle
GTEX-PLZ6-1626-SM-3NB23,sample9356,Blood Vessel
GTEX-POMQ-0006-SM-5SI7D,sample9357,Blood
GTEX-POMQ-0008-SM-48TE7,sample9358,Skin
GTEX-POMQ-0326-SM-2I5FO,sample9359,Heart
GTEX-POMQ-0426-SM-3P61G,sample9360,Blood Vessel
GTEX-POMQ-0626-SM-3P61E,sample9361,Esophagus
GTEX-POMQ-1926-SM-3NB1Y,sample9362,Muscle
GTEX-POMQ-2126-SM-2S1OJ,sample9363,Blood Vessel
GTEX-POMQ-2226-SM-2I5FK,sample9364,Skin
GTEX-POMQ-2326-SM-DHXIS,sample9365,Adipose Tissue
GTEX-POYW-0006-SM-2XCF4,sample9366,Blood
GTEX-POYW-0008-SM-48TE4,sample9367,Skin
GTEX-POYW-0526-SM-2XCEY,sample9368,Muscle
GTEX-POYW-0726-SM-2XCEO,sample9369,Adipose Tissue
GTEX-POYW-0826-SM-2XCEM,sample9370,Thyroid
GTEX-POYW-1126-SM-48TCI,sample9371,Blood Vessel
GTEX-POYW-1326-SM-48TCG,sample9372,Esophagus
GTEX-PSDG-0005-SM-3GADC,sample9373,Blood
GTEX-PSDG-0008-SM-48TE5,sample9374,Skin
GTEX-PSDG-0226-SM-DKPOZ,sample9375,Skin
GTEX-PSDG-0326-SM-48TCP,sample9376,Adipose Tissue
GTEX-PSDG-0426-SM-5SI86,sample9377,Muscle
GTEX-PSDG-0526-SM-2S1OH,sample9378,Blood Vessel
GTEX-PSDG-0826-SM-48TCZ,sample9379,Blood Vessel
GTEX-PSDG-0926-SM-2I5FP,sample9380,Heart
GTEX-PSDG-1026-SM-48TCV,sample9381,Blood Vessel
GTEX-PSDG-1326-SM-48TD2,sample9382,Esophagus
GTEX-PSDG-1426-SM-48TD1,sample9383,Esophagus
GTEX-PSDG-1826-SM-EAZ2S,sample9384,Colon
GTEX-PVOW-0006-SM-3NMB8,sample9385,Blood
GTEX-PVOW-0008-SM-48TE8,sample9386,Skin
GTEX-PVOW-0011-R10A-SM-EXOHB,sample9387,Brain
GTEX-PVOW-0011-R1A-SM-32PL6,sample9388,Brain
GTEX-PVOW-0011-R3A-SM-32PKX,sample9389,Brain
GTEX-PVOW-0011-R5A-SM-32PL7,sample9390,Brain
GTEX-PVOW-0126-SM-2XCFA,sample9391,Skin
GTEX-PVOW-0426-SM-5MR5R,sample9392,Heart
GTEX-PVOW-0726-SM-2XCF5,sample9393,Blood Vessel
GTEX-PVOW-1426-SM-EZ6LO,sample9394,Blood Vessel
GTEX-PVOW-1626-SM-48TC9,sample9395,Esophagus
GTEX-PVOW-2526-SM-2XCF7,sample9396,Brain
GTEX-PVOW-2626-SM-32PL8,sample9397,Brain
GTEX-PW2O-0006-SM-2I3DV,sample9398,Blood
GTEX-PW2O-0008-SM-48TEB,sample9399,Skin
GTEX-PW2O-0426-SM-48TCC,sample9400,Blood Vessel
GTEX-PW2O-1526-SM-7RHHB,sample9401,Skin
GTEX-PW2O-1726-SM-2S1OO,sample9402,Muscle
GTEX-PW2O-1926-SM-2S1OB,sample9403,Blood Vessel
GTEX-PWCY-0005-SM-DHXL3,sample9404,Blood
GTEX-PWCY-0008-SM-48TE9,sample9405,Skin
GTEX-PWCY-0326-SM-43IRU,sample9406,Blood Vessel
GTEX-PWCY-0426-SM-48TCW,sample9407,Blood Vessel
GTEX-PWCY-0526-SM-5P9HG,sample9408,Heart
GTEX-PWCY-0726-SM-48TCS,sample9409,Esophagus
GTEX-PWCY-0826-SM-48TCR,sample9410,Esophagus
GTEX-PWCY-1026-SM-48TD4,sample9411,Colon
GTEX-PWCY-1826-SM-DHXIZ,sample9412,Skin
GTEX-PWCY-1926-SM-3NB25,sample9413,Adipose Tissue
GTEX-PWCY-2026-SM-5SI8R,sample9414,Muscle
GTEX-PWCY-2226-SM-2S1OP,sample9415,Blood Vessel
GTEX-PWCY-2326-SM-2I3EQ,sample9416,Thyroid
GTEX-PWN1-0006-SM-CYPR2,sample9417,Blood
GTEX-PWN1-0008-SM-48TEA,sample9418,Skin
GTEX-PWN1-0226-SM-DKPO9,sample9419,Adipose Tissue
GTEX-PWN1-0626-SM-48TDT,sample9420,Esophagus
GTEX-PWN1-0726-SM-48TDR,sample9421,Esophagus
GTEX-PWN1-1426-SM-48TDF,sample9422,Colon
GTEX-PWN1-1626-SM-2S1OL,sample9423,Muscle
GTEX-PWN1-1826-SM-2S1PE,sample9424,Blood Vessel
GTEX-PWN1-2626-SM-2I3FH,sample9425,Thyroid
GTEX-PWO3-0011-R1A-SM-2I5EW,sample9426,Brain
GTEX-PWO3-0011-R2A-SM-2S1OX,sample9427,Brain
GTEX-PWO3-0011-R3A-SM-2I5EX,sample9428,Brain
GTEX-PWO3-0011-R5A-SM-2I5EZ,sample9429,Brain
GTEX-PWO3-0011-R6A-SM-2I5F3,sample9430,Brain
GTEX-PWO3-0011-R8A-SM-2I5GD,sample9431,Brain
GTEX-PWO3-0011-R9A-SM-EVR2V,sample9432,Brain
GTEX-PWO3-0926-SM-2I5EY,sample9433,Brain
GTEX-PWO3-1026-SM-2I5F2,sample9434,Brain
GTEX-PWO3-1526-SM-48TCM,sample9435,Skin
GTEX-PX3G-0006-SM-5SI7E,sample9436,Blood
GTEX-PX3G-0008-SM-48U2L,sample9437,Skin
GTEX-PX3G-0126-SM-2I3EN,sample9438,Skin
GTEX-PX3G-0226-SM-DKPOF,sample9439,Adipose Tissue
GTEX-PX3G-0326-SM-2I3EO,sample9440,Heart
GTEX-PX3G-0426-SM-48U1C,sample9441,Blood Vessel
GTEX-PX3G-0726-SM-48TZT,sample9442,Esophagus
GTEX-PX3G-1426-SM-48U1J,sample9443,Colon
GTEX-PX3G-1626-SM-2S1PT,sample9444,Muscle
GTEX-PX3G-1826-SM-2S1PK,sample9445,Blood Vessel
GTEX-PX3G-2626-SM-2I3EG,sample9446,Thyroid
GTEX-PX3G-3026-SM-48TZR,sample9447,Blood Vessel
GTEX-Q2AG-0005-SM-5SI7F,sample9448,Blood
GTEX-Q2AG-0008-SM-48U2K,sample9449,Skin
GTEX-Q2AG-0011-R10A-SM-2HMLA,sample9450,Brain
GTEX-Q2AG-0011-R11A-SM-2HMKZ,sample9451,Brain
GTEX-Q2AG-0011-R1A-SM-2HMJI,sample9452,Brain
GTEX-Q2AG-0011-R2A-SM-2HMIT,sample9453,Brain
GTEX-Q2AG-0011-R3A-SM-2HMJ9,sample9454,Brain
GTEX-Q2AG-0011-R4A-SM-2HMKA,sample9455,Brain
GTEX-Q2AG-0011-R5A-SM-2HMJH,sample9456,Brain
GTEX-Q2AG-0011-R6A-SM-2HML7,sample9457,Brain
GTEX-Q2AG-0011-R7A-SM-2HMJP,sample9458,Brain
GTEX-Q2AG-0011-R8A-SM-2HMK5,sample9459,Brain
GTEX-Q2AG-0011-R9A-SM-2HMJ6,sample9460,Brain
GTEX-Q2AG-0126-SM-33HBV,sample9461,Skin
GTEX-Q2AG-0226-SM-2S1P4,sample9462,Adipose Tissue
GTEX-Q2AG-0426-SM-2S1PU,sample9463,Muscle
GTEX-Q2AG-0526-SM-2S1PW,sample9464,Blood Vessel
GTEX-Q2AG-0826-SM-2HMKF,sample9465,Thyroid
GTEX-Q2AG-0926-SM-48U1Q,sample9466,Blood Vessel
GTEX-Q2AG-1226-SM-4GICA,sample9467,Esophagus
GTEX-Q2AG-1326-SM-43V8K,sample9468,Esophagus
GTEX-Q2AG-2826-SM-2HMJQ,sample9469,Brain
GTEX-Q2AG-2926-SM-2HMJ3,sample9470,Brain
GTEX-Q2AH-0005-SM-33HBR,sample9471,Blood
GTEX-Q2AH-0008-SM-48U2J,sample9472,Skin
GTEX-Q2AH-0326-SM-48U1K,sample9473,Blood Vessel
GTEX-Q2AH-0526-SM-2I3ED,sample9474,Heart
GTEX-Q2AH-0626-SM-48TZJ,sample9475,Blood Vessel
GTEX-Q2AH-0726-SM-2I3EA,sample9476,Thyroid
GTEX-Q2AH-0826-SM-48TZN,sample9477,Esophagus
GTEX-Q2AH-1026-SM-48TZI,sample9478,Esophagus
GTEX-Q2AH-1226-SM-48TZL,sample9479,Colon
GTEX-Q2AH-1626-SM-3GAF8,sample9480,Skin
GTEX-Q2AH-1726-SM-DIPDV,sample9481,Adipose Tissue
GTEX-Q2AH-1826-SM-2S1Q2,sample9482,Muscle
GTEX-Q2AH-2026-SM-2S1PX,sample9483,Blood Vessel
GTEX-Q2AI-0006-SM-2I3FG,sample9484,Blood
GTEX-Q2AI-0008-SM-48U2H,sample9485,Skin
GTEX-Q2AI-0326-SM-2I3EK,sample9486,Thyroid
GTEX-Q2AI-0626-SM-48TZU,sample9487,Esophagus
GTEX-Q2AI-0926-SM-48U1F,sample9488,Colon
GTEX-Q2AI-1326-SM-2S1PL,sample9489,Skin
GTEX-Q2AI-1426-SM-2S1P5,sample9490,Adipose Tissue
GTEX-Q2AI-1526-SM-3GIJ3,sample9491,Muscle
GTEX-Q2AI-1726-SM-2S1PZ,sample9492,Blood Vessel
GTEX-Q734-0006-SM-2I3FJ,sample9493,Blood
GTEX-Q734-0008-SM-48U2I,sample9494,Skin
GTEX-Q734-0526-SM-2I3EH,sample9495,Thyroid
GTEX-Q734-0826-SM-48U1G,sample9496,Esophagus
GTEX-Q734-1126-SM-48TZY,sample9497,Colon
GTEX-Q734-1826-SM-2I3EL,sample9498,Adipose Tissue
GTEX-Q734-1926-SM-2I5EV,sample9499,Skin
GTEX-Q734-2026-SM-3GADA,sample9500,Muscle
GTEX-Q734-2226-SM-3GAD9,sample9501,Blood Vessel
GTEX-QCQG-0006-SM-DIPE5,sample9502,Blood
GTEX-QCQG-0008-SM-48U2G,sample9503,Skin
GTEX-QCQG-0626-SM-48U21,sample9504,Esophagus
GTEX-QCQG-0726-SM-48U1Z,sample9505,Esophagus
GTEX-QCQG-1526-SM-48U25,sample9506,Blood Vessel
GTEX-QCQG-1626-SM-48U26,sample9507,Colon
GTEX-QCQG-1726-SM-3GIJ9,sample9508,Skin
GTEX-QCQG-1826-SM-2S1P2,sample9509,Adipose Tissue
GTEX-QCQG-1926-SM-5SI7Q,sample9510,Blood Vessel
GTEX-QCQG-2126-SM-DTXFV,sample9511,Muscle
GTEX-QDT8-0006-SM-CXZJC,sample9512,Blood
GTEX-QDT8-0008-SM-48U2F,sample9513,Skin
GTEX-QDT8-0011-R10A-SM-32PKG,sample9514,Brain
GTEX-QDT8-0011-R11A-SM-32PKD,sample9515,Brain
GTEX-QDT8-0011-R1A-SM-32PKS,sample9516,Brain
GTEX-QDT8-0011-R2A-SM-32PKQ,sample9517,Brain
GTEX-QDT8-0011-R3A-SM-32PKR,sample9518,Brain
GTEX-QDT8-0011-R4A-SM-32PKM,sample9519,Brain
GTEX-QDT8-0011-R5A-SM-32PKN,sample9520,Brain
GTEX-QDT8-0011-R6A-SM-32PKI,sample9521,Brain
GTEX-QDT8-0011-R7A-SM-32PKF,sample9522,Brain
GTEX-QDT8-0011-R8A-SM-32PKE,sample9523,Brain
GTEX-QDT8-0011-R9A-SM-CYPRD,sample9524,Brain
GTEX-QDT8-0126-SM-48TZ1,sample9525,Skin
GTEX-QDT8-0226-SM-32PL4,sample9526,Adipose Tissue
GTEX-QDT8-0426-SM-32PKZ,sample9527,Blood Vessel
GTEX-QDT8-0526-SM-3NMD8,sample9528,Muscle
GTEX-QDT8-1026-SM-43V6X,sample9529,Blood Vessel
GTEX-QDT8-1226-SM-EVR35,sample9530,Thyroid
GTEX-QDT8-1326-SM-48TYY,sample9531,Esophagus
GTEX-QDT8-2926-SM-32PKC,sample9532,Brain
